name,id,team,trueShooting,usage,assist,rebound,defensive,blocks
Pammi Mundy,607f74a4fc13ae0f1200016a,Snaptags,29.83,53.32,51.89,31.32,2.33,28.81
Burlie Nutbeem,607f74a4fc13ae0f1200016b,Voomm,87.68,90.34,72.08,23.56,28.22,66.55
Ezmeralda Cooksley,607f74a4fc13ae0f1200016c,Roombo,8.38,69.83,11.59,38.34,43.54,51.55
Vina Privost,607f74a4fc13ae0f1200016d,Jabberbean,5.89,23.95,58.96,64.82,80.88,58.85
Berton Carlon,607f74a4fc13ae0f1200016e,Jabbersphere,70.13,77.87,52.38,15.87,32.19,31.4
Vally Atte-Stone,607f74a4fc13ae0f1200016f,Kwilith,47.17,16.01,65.66,59.56,7.12,88.64
Ches Sporner,607f74a4fc13ae0f12000170,Divavu,98.9,24.79,57.24,30.87,79.19,34.55
Garner Schollick,607f74a4fc13ae0f12000171,Livetube,24.92,57.63,68.99,58.25,56.22,93.44
Alva Schreurs,607f74a4fc13ae0f12000172,Devpoint,26.03,10.24,51.05,13.98,91.23,29.83
Collette Geertje,607f74a4fc13ae0f12000173,Blogspan,19.2,66.61,1.26,57.32,85.48,43.56
Jemmie Roddam,607f74a4fc13ae0f12000174,Oyonder,50.0,61.37,51.08,58.14,15.59,58.01
Chet Wookey,607f74a4fc13ae0f12000175,Yodo,81.2,68.19,48.46,3.22,23.48,61.21
Dee Ivie,607f74a4fc13ae0f12000176,Meevee,80.29,45.06,63.82,49.41,93.69,25.56
Saundra Sample,607f74a4fc13ae0f12000177,Zooveo,64.14,28.65,15.33,68.26,56.14,19.96
Egon Windham,607f74a4fc13ae0f12000178,Izio,3.06,36.64,3.24,87.15,19.81,36.07
Dione Budge,607f74a4fc13ae0f12000179,Browsetype,43.19,77.19,33.32,40.43,94.26,54.29
Barnabe Hegge,607f74a4fc13ae0f1200017a,Ozu,95.89,25.89,17.42,50.75,89.7,67.76
Sophie Purshouse,607f74a4fc13ae0f1200017b,Oyoba,32.14,65.4,95.76,9.05,98.86,86.66
Abran Gulleford,607f74a4fc13ae0f1200017c,Brainbox,44.68,36.85,92.21,17.36,50.11,12.2
Chevalier Rosenbusch,607f74a4fc13ae0f1200017d,Devshare,5.8,58.88,50.33,67.26,38.73,82.05
Valera Trever,607f74a4fc13ae0f1200017e,Jabbersphere,99.56,29.92,76.03,61.81,23.69,73.06
Ulric Yatman,607f74a4fc13ae0f1200017f,Yombu,82.74,78.56,47.41,45.66,34.8,59.58
Brennan Silliman,607f74a4fc13ae0f12000180,Babbleopia,46.18,94.19,96.13,68.12,57.16,17.83
Fielding Margerison,607f74a4fc13ae0f12000181,Tagtune,74.87,50.69,81.99,81.28,5.66,99.65
Cash Hinkens,607f74a4fc13ae0f12000182,Babblestorm,51.21,81.7,74.49,75.67,12.58,51.65
Maddi Andreou,607f74a4fc13ae0f12000183,Quinu,71.5,49.71,62.51,79.67,5.34,65.84
Sande Redolfi,607f74a4fc13ae0f12000184,Zooveo,32.53,59.62,46.8,8.47,78.33,18.96
Hamlen Giacovazzo,607f74a4fc13ae0f12000185,Edgetag,52.65,18.69,7.7,58.99,51.2,16.72
Hana Sloley,607f74a4fc13ae0f12000186,Livetube,47.5,78.14,55.64,95.05,49.18,2.66
Clemence Budleigh,607f74a4fc13ae0f12000187,Wikizz,10.74,90.8,17.34,17.6,14.24,81.68
Bartholemy Houston,607f74a4fc13ae0f12000188,Yambee,62.59,15.4,46.97,87.61,25.4,36.79
Luelle Spottiswoode,607f74a4fc13ae0f12000189,Centidel,72.82,3.08,4.56,74.7,66.91,84.51
Bell Morgan,607f74a4fc13ae0f1200018a,Viva,92.52,93.08,7.17,60.9,40.14,74.37
Shane Sperling,607f74a4fc13ae0f1200018b,Blogtag,92.75,28.29,35.37,11.94,9.22,47.46
Donnell Halso,607f74a4fc13ae0f1200018c,Trudoo,53.76,78.33,7.19,57.52,70.49,18.65
Evangelina Brobyn,607f74a4fc13ae0f1200018d,Tanoodle,62.29,75.78,60.48,56.93,68.08,59.4
Ellette Consadine,607f74a4fc13ae0f1200018e,Tagpad,51.84,69.48,20.85,19.11,39.38,93.59
Trumaine Varne,607f74a4fc13ae0f1200018f,Gevee,53.21,60.65,38.93,89.98,76.64,95.46
Rube Randalston,607f74a4fc13ae0f12000190,Skinte,75.79,9.24,86.94,3.1,37.52,29.19
Sofie Van der Krui,607f74a4fc13ae0f12000191,Skibox,45.2,77.78,74.0,55.7,84.67,57.94
Ashlee Brodnecke,607f74a4fc13ae0f12000192,Twitterwire,25.99,40.3,80.55,31.85,85.4,40.76
Renard Gommey,607f74a4fc13ae0f12000193,Centizu,84.87,60.18,22.96,2.25,96.08,74.68
Emelen Edgler,607f74a4fc13ae0f12000194,Livefish,40.07,12.36,73.82,70.62,41.92,99.23
Charles Glanton,607f74a4fc13ae0f12000195,Leexo,86.31,10.22,49.02,20.54,95.03,31.93
Obadias O'Hogertie,607f74a4fc13ae0f12000196,Livefish,92.21,87.34,93.26,53.69,33.44,69.72
Silvano Kilcullen,607f74a4fc13ae0f12000197,Youfeed,93.95,35.94,74.17,52.51,66.48,76.97
Hobart O' Brian,607f74a4fc13ae0f12000198,Trudoo,23.11,44.97,76.58,63.08,68.39,86.67
Augustine Craske,607f74a4fc13ae0f12000199,Voomm,11.0,72.61,77.84,28.68,89.56,15.22
Costanza Matkovic,607f74a4fc13ae0f1200019a,Voomm,3.75,14.84,96.78,51.89,99.56,33.68
Aaren Fraschini,607f74a4fc13ae0f1200019b,Vinte,25.69,56.65,28.57,55.75,58.03,76.53
Mirelle Lazonby,607f74a4fc13ae0f1200019c,Kare,40.31,63.52,69.59,41.9,99.98,13.14
Ludovico Marde,607f74a4fc13ae0f1200019d,Gigazoom,92.83,31.05,98.69,68.38,29.9,50.22
Desmund Dreini,607f74a4fc13ae0f1200019e,Omba,69.28,64.31,30.38,75.38,22.68,53.53
Enrique Scardefield,607f74a4fc13ae0f1200019f,Demimbu,65.46,18.93,95.09,12.57,29.75,15.74
Haslett Lisciardelli,607f74a4fc13ae0f120001a0,Plambee,57.93,81.37,77.98,81.79,9.58,83.55
Gustavo Eddowes,607f74a4fc13ae0f120001a1,Skipstorm,39.87,15.44,81.52,74.13,68.17,34.28
Damita Fullylove,607f74a4fc13ae0f120001a2,Demizz,91.93,97.23,82.12,78.83,61.23,54.82
Merrielle Zeal,607f74a4fc13ae0f120001a3,Jabberstorm,1.11,25.69,25.79,23.99,9.73,69.32
Gaylor Osgordby,607f74a4fc13ae0f120001a4,Flashdog,22.23,83.26,29.87,83.03,87.87,16.54
Belinda Slixby,607f74a4fc13ae0f120001a5,Buzzdog,61.78,46.43,61.98,74.33,35.42,74.9
Dunstan Yakubov,607f74a5fc13ae0f120001a6,Quire,84.41,62.39,47.09,94.35,67.49,76.18
Silva Rennebach,607f74a5fc13ae0f120001a7,Edgeblab,52.68,41.13,25.68,56.08,22.68,62.06
Bowie Ohanessian,607f74a5fc13ae0f120001a8,Oyoloo,74.62,24.23,1.72,90.62,44.54,97.23
Sofie Penswick,607f74a5fc13ae0f120001a9,Jabbersphere,63.07,78.99,41.16,87.22,12.94,52.05
Florina Outibridge,607f74a5fc13ae0f120001aa,Trilia,27.95,34.36,3.53,3.5,60.97,22.91
Batholomew Fontenot,607f74a5fc13ae0f120001ab,Tagopia,75.37,3.67,33.91,3.91,55.4,74.37
Armin Cumberbatch,607f74a5fc13ae0f120001ac,Blogtags,64.95,18.83,94.98,20.15,60.11,96.58
Sella Bollam,607f74a5fc13ae0f120001ad,Zoomcast,52.97,70.66,98.15,56.03,75.45,84.89
Sarita Flockhart,607f74a5fc13ae0f120001ae,Jabbersphere,41.61,82.51,37.41,43.91,58.98,21.81
Blakelee Aburrow,607f74a5fc13ae0f120001af,Topicblab,42.59,84.34,61.46,64.0,24.38,90.11
Alyce Fitchett,607f74a5fc13ae0f120001b0,Skyndu,65.78,60.11,82.06,83.64,30.73,57.76
Bastian Clinning,607f74a5fc13ae0f120001b1,Midel,84.28,93.88,62.68,14.37,9.37,25.26
Joeann Mothersdale,607f74a5fc13ae0f120001b2,Zoomdog,82.7,14.49,1.12,24.49,60.47,98.24
Thomasina Freake,607f74a5fc13ae0f120001b3,Meemm,34.28,12.41,8.61,70.42,35.03,32.77
Gearalt Tapner,607f74a5fc13ae0f120001b4,Realpoint,72.19,74.71,80.55,7.05,62.25,83.23
Kimberly Carine,607f74a5fc13ae0f120001b5,Vipe,13.21,66.33,42.28,91.47,84.07,17.45
Lennard Lilly,607f74a5fc13ae0f120001b6,Edgetag,31.61,29.85,43.28,68.28,16.12,38.12
Curt Huggan,607f74a5fc13ae0f120001b7,Podcat,91.51,17.67,37.87,15.87,96.28,47.06
Vally Andrusyak,607f74a5fc13ae0f120001b8,Blogpad,53.67,17.55,51.89,97.93,54.67,87.78
Friedrich Keddey,607f74a5fc13ae0f120001b9,Linkbridge,36.43,29.29,77.72,73.91,87.15,98.54
Mahalia Akroyd,607f74a5fc13ae0f120001ba,Oyonder,6.58,24.77,7.84,25.85,16.09,55.39
Reinaldo Beddall,607f74a5fc13ae0f120001bb,Kanoodle,13.51,21.4,84.93,18.28,98.69,65.62
Rem Rivallant,607f74a5fc13ae0f120001bc,Kimia,8.28,87.57,54.49,59.19,79.13,21.81
Abel Poskitt,607f74a5fc13ae0f120001bd,Fliptune,55.14,75.36,5.41,8.59,12.84,72.46
Crista Treadaway,607f74a5fc13ae0f120001be,Wikido,33.96,36.04,82.75,26.96,52.53,54.2
Cirilo Condict,607f74a5fc13ae0f120001bf,Yakidoo,17.71,53.06,18.13,77.14,1.78,5.36
Brew Veitch,607f74a5fc13ae0f120001c0,Yadel,65.43,44.65,55.98,61.44,38.67,57.13
Dorice Paudin,607f74a5fc13ae0f120001c1,Myworks,76.4,94.42,87.24,38.73,27.96,28.68
Jolie Capstack,607f74a5fc13ae0f120001c2,Yotz,18.99,79.56,44.5,64.85,43.91,87.31
Imogen Purser,607f74a5fc13ae0f120001c3,Vinder,32.29,81.05,39.64,57.99,60.38,99.44
Briant Luscott,607f74a5fc13ae0f120001c4,Babbleopia,57.31,14.78,78.64,59.86,84.26,14.86
Amabel Ballam,607f74a5fc13ae0f120001c5,Mydeo,89.81,84.89,91.96,18.4,89.39,69.37
Priscella Ovett,607f74a5fc13ae0f120001c6,Skivee,51.17,93.64,66.15,85.33,57.38,73.78
Cristy Rizzelli,607f74a5fc13ae0f120001c7,Kayveo,60.86,24.64,4.81,80.54,43.41,82.33
Yvon Ainslie,607f74a5fc13ae0f120001c8,Zoomzone,82.1,94.26,35.16,16.05,32.79,77.06
Rubetta Vezey,607f74a5fc13ae0f120001c9,Gigazoom,88.72,48.65,72.46,74.3,6.75,53.0
Tabbitha Hamlet,607f74a5fc13ae0f120001ca,Eimbee,32.66,72.64,3.3,5.18,45.1,54.45
Mortie Podd,607f74a5fc13ae0f120001cb,Oyoba,79.62,38.43,70.74,59.01,94.2,67.78
Zsa zsa Gallehock,607f74a5fc13ae0f120001cc,Youspan,44.99,39.09,23.68,84.7,89.56,7.78
Joni Klicher,607f74a5fc13ae0f120001cd,Ooba,94.27,7.91,75.93,78.05,58.6,8.65
Weston Seally,607f74a5fc13ae0f120001ce,Fivespan,2.43,34.0,74.57,54.68,56.18,32.62
Gigi Bilsland,607f74a5fc13ae0f120001cf,BlogXS,87.54,49.36,5.84,26.6,46.17,59.87
Lukas Reckhouse,607f74a5fc13ae0f120001d0,Meeveo,94.28,22.74,61.91,31.56,49.5,79.34
Myriam Grisard,607f74a5fc13ae0f120001d1,Skajo,20.06,10.91,36.36,72.64,58.86,77.34
Tulley Kestin,607f74a5fc13ae0f120001d2,Twitterlist,44.04,9.95,27.23,97.14,80.87,30.16
Corabella Duckhouse,607f74a5fc13ae0f120001d3,Skyble,15.55,44.56,63.51,88.36,37.45,49.61
Evin Welband,607f74a5fc13ae0f120001d4,Zoomlounge,88.83,93.41,20.13,66.53,26.12,98.36
Cordie Dradey,607f74a5fc13ae0f120001d5,Omba,47.88,46.41,65.39,41.65,87.6,83.16
Cull Joselovitch,607f74a5fc13ae0f120001d6,Digitube,37.99,88.66,53.94,60.6,82.62,38.53
Brinn Elverston,607f74a5fc13ae0f120001d7,Yotz,83.1,5.23,48.74,67.6,70.61,98.42
Amery Terese,607f74a5fc13ae0f120001d8,Innojam,98.95,74.64,30.2,99.3,8.28,44.95
Gustaf Liley,607f74a5fc13ae0f120001d9,Plajo,84.17,72.19,19.79,5.08,52.16,63.25
Jed Wehnerr,607f74a5fc13ae0f120001da,Jabberstorm,87.83,48.73,41.43,37.56,46.01,50.3
Kissie Wastie,607f74a5fc13ae0f120001db,Innotype,78.88,63.07,65.14,28.54,77.31,76.05
Alvan Galilee,607f74a5fc13ae0f120001dc,Trilia,49.51,97.6,69.29,65.21,51.96,99.83
Waldo Rothermel,607f74a5fc13ae0f120001dd,Twimm,97.09,67.56,87.39,8.96,51.42,89.67
Robinett Pragnell,607f74a5fc13ae0f120001de,Quire,42.06,23.12,45.15,69.91,72.45,23.86
Agna Phillins,607f74a5fc13ae0f120001df,Devbug,44.01,85.38,66.58,74.34,5.33,65.76
Dionisio Pedel,607f74a5fc13ae0f120001e0,Roodel,17.12,98.8,18.15,52.61,7.26,96.4
Davita Abramovitch,607f74a5fc13ae0f120001e1,Reallinks,48.08,95.08,50.81,59.54,78.19,47.91
Druci Tolfrey,607f74a5fc13ae0f120001e2,Chatterbridge,88.73,86.17,32.44,90.88,88.14,74.8
Tana Donkersley,607f74a5fc13ae0f120001e3,Realcube,5.62,39.72,50.14,75.07,86.14,55.6
Barton Critchard,607f74a5fc13ae0f120001e4,Skyble,64.09,54.85,79.75,87.98,29.21,55.41
Eada Finnick,607f74a5fc13ae0f120001e5,Skynoodle,37.95,99.75,81.02,25.51,91.56,58.15
Neel Lowfill,607f74a5fc13ae0f120001e6,Aibox,29.27,61.88,47.26,28.85,26.33,73.94
Maren Blampy,607f74a5fc13ae0f120001e7,Skinder,92.87,71.87,37.96,49.79,8.29,58.44
Casey Keese,607f74a5fc13ae0f120001e8,Jaxworks,39.44,99.39,5.42,57.5,26.83,42.07
Karl Gainsburgh,607f74a5fc13ae0f120001e9,Oloo,93.35,55.79,79.25,81.25,21.35,95.22
Lavena Jiruch,607f74a5fc13ae0f120001ea,Kare,46.11,70.01,77.59,50.34,34.87,68.76
Genovera Bertouloume,607f74a5fc13ae0f120001eb,Zoombox,38.75,45.77,59.96,97.55,62.25,90.39
Cloe O'Dreain,607f74a5fc13ae0f120001ec,Zoozzy,37.11,45.46,92.88,17.44,34.1,50.32
Hannah Bickerdicke,607f74a5fc13ae0f120001ed,Jabberstorm,40.63,21.57,91.23,84.05,8.54,69.25
Filip Fitzer,607f74a5fc13ae0f120001ee,Skyble,31.86,46.75,63.1,22.5,90.35,46.49
Chelsae Northleigh,607f74a5fc13ae0f120001ef,Kwilith,61.61,56.1,27.58,49.9,97.38,63.71
Eddy Hawkeswood,607f74a5fc13ae0f120001f0,Fiveclub,12.67,67.14,93.64,66.01,75.16,46.08
Emelda Luffman,607f74a5fc13ae0f120001f1,Gabvine,91.52,68.75,52.02,34.3,27.62,98.94
Chelsie Bernhard,607f74a5fc13ae0f120001f2,Wikizz,94.45,6.46,98.47,32.61,12.98,33.36
Jeane Heskins,607f74a5fc13ae0f120001f3,Muxo,17.6,10.49,90.95,30.14,21.0,60.92
Artie Gylle,607f74a5fc13ae0f120001f4,Jatri,94.86,38.16,23.8,54.18,45.52,79.98
Raf Ensten,607f74a5fc13ae0f120001f5,Yoveo,16.41,46.27,25.2,6.74,96.86,73.26
Lorant Louw,607f74a5fc13ae0f120001f6,Bluezoom,99.75,9.77,29.35,29.6,61.41,10.41
Gram Gligorijevic,607f74a5fc13ae0f120001f7,Youfeed,35.9,13.79,14.27,44.28,15.99,16.67
Karney Whitham,607f74a5fc13ae0f120001f8,Demimbu,22.28,68.31,59.8,24.89,17.8,42.81
Marion Spelman,607f74a5fc13ae0f120001f9,Linkbuzz,7.48,12.17,94.31,18.77,82.13,34.11
Eileen Wreath,607f74a5fc13ae0f120001fa,Bluejam,25.94,56.27,48.12,23.19,40.82,30.84
Dyanne Griffey,607f74a5fc13ae0f120001fb,Devpoint,46.9,69.05,19.39,35.78,69.2,31.87
Rosabella Deere,607f74a5fc13ae0f120001fc,Meembee,7.41,57.88,4.99,92.85,86.99,92.58
Rosy Brunsden,607f74a5fc13ae0f120001fd,Mydeo,77.79,46.82,17.46,96.43,19.11,92.41
Dena Spillett,607f74a5fc13ae0f120001fe,Blogtags,22.09,91.76,93.13,41.57,28.78,44.38
Vernon MacIlhagga,607f74a5fc13ae0f120001ff,Meevee,98.29,54.06,54.49,19.26,36.82,48.02
Becky Lightwing,607f74a5fc13ae0f12000200,Tagopia,72.22,68.39,42.79,10.15,98.55,20.13
Olva Adrain,607f74a5fc13ae0f12000201,Vidoo,80.61,35.17,56.55,96.79,16.96,1.46
Shantee Campes,607f74a5fc13ae0f12000202,Flashpoint,48.17,3.45,6.4,44.05,95.98,80.66
Greg Buscombe,607f74a5fc13ae0f12000203,Realpoint,44.96,10.16,60.34,62.48,53.47,29.93
Alleyn Mars,607f74a5fc13ae0f12000204,Zoombeat,65.77,78.94,47.51,89.21,72.09,31.73
Lizabeth Zanussii,607f74a5fc13ae0f12000205,JumpXS,79.49,41.82,15.52,10.39,36.51,26.6
Farris Kollas,607f74a5fc13ae0f12000206,Quatz,7.05,35.42,49.62,35.57,35.47,56.65
Humfrid Ivison,607f74a5fc13ae0f12000207,Voonyx,14.97,96.23,12.02,6.06,75.28,93.48
Tyrone Atwater,607f74a5fc13ae0f12000208,LiveZ,11.27,33.81,30.59,45.26,2.8,61.01
Sena Wonter,607f74a5fc13ae0f12000209,Dabtype,41.25,20.9,44.99,41.84,65.66,30.69
Judon Dobbyn,607f74a5fc13ae0f1200020a,Skivee,36.45,82.35,80.71,72.24,20.49,52.29
Osbourn Stairmond,607f74a5fc13ae0f1200020b,Talane,71.47,31.3,53.09,6.61,81.07,35.57
Frederich Robottham,607f74a5fc13ae0f1200020c,Riffwire,40.1,52.21,48.38,97.72,32.14,65.28
Phineas McClaughlin,607f74a5fc13ae0f1200020d,Trunyx,45.31,35.72,54.98,28.15,28.76,82.7
Adler Neenan,607f74a5fc13ae0f1200020e,Babbleopia,10.16,77.62,29.52,29.38,26.72,50.3
Allin Braiden,607f74a5fc13ae0f1200020f,Tagchat,23.31,72.38,40.53,37.31,4.88,55.65
Iver Tavener,607f74a5fc13ae0f12000210,Wikibox,43.39,25.61,96.92,42.84,4.13,88.78
Patty Bouts,607f74a5fc13ae0f12000211,Thoughtstorm,46.12,49.01,93.01,70.27,66.46,60.61
Darla Megroff,607f74a5fc13ae0f12000212,Tekfly,62.1,16.91,4.67,54.34,70.02,3.97
Francklyn Boulds,607f74a5fc13ae0f12000213,Yodoo,22.15,15.63,96.93,26.3,73.62,26.45
Benjamin Petzold,607f74a5fc13ae0f12000214,Twimm,61.59,53.2,63.54,47.26,18.92,62.93
Margeaux Bottom,607f74a5fc13ae0f12000215,Photofeed,80.38,59.95,25.68,67.9,92.99,44.78
Hamish Balchen,607f74a5fc13ae0f12000216,Gabcube,52.47,13.9,60.12,19.72,64.7,85.05
Catriona Jessep,607f74a5fc13ae0f12000217,Trupe,14.02,58.92,68.64,40.48,27.88,36.63
Ginger Cerman,607f74a5fc13ae0f12000218,Voonte,37.03,68.91,60.0,2.45,53.41,39.15
Annora Hadrill,607f74a5fc13ae0f12000219,Skynoodle,7.98,82.38,44.37,66.28,51.11,44.73
Sandye Buzek,607f74a5fc13ae0f1200021a,Thoughtworks,22.45,47.79,37.87,14.37,32.98,56.92
Dolores Gartell,607f74a5fc13ae0f1200021b,Yoveo,63.73,91.28,15.0,38.84,80.37,31.46
Nealy Gulleford,607f74a5fc13ae0f1200021c,Yodoo,60.88,49.86,7.58,93.09,71.99,80.14
Ida Litherborough,607f74a5fc13ae0f1200021d,Youopia,35.12,20.62,46.7,35.24,48.52,47.22
Miran Elleton,607f74a5fc13ae0f1200021e,Realbridge,80.51,99.96,98.11,56.32,6.08,47.74
Flossi Runsey,607f74a5fc13ae0f1200021f,Twitternation,74.13,52.36,78.4,91.78,40.57,46.79
Cecilio Foxhall,607f74a5fc13ae0f12000220,Gabtype,17.95,66.47,66.22,63.44,16.3,57.95
Grove Buller,607f74a5fc13ae0f12000221,Tagchat,61.05,21.45,37.76,88.05,33.64,83.43
Cati Beddoe,607f74a5fc13ae0f12000222,Skyba,4.38,53.26,80.07,88.51,42.75,83.36
Clara Hindes,607f74a5fc13ae0f12000223,Minyx,61.85,57.02,71.45,66.6,44.46,18.98
Wright Nassi,607f74a5fc13ae0f12000224,Blogspan,49.41,49.34,98.29,59.11,20.39,74.32
Gasparo Valens-Smith,607f74a5fc13ae0f12000225,Dynabox,89.1,90.93,17.02,56.05,48.26,54.57
Lowell Frayn,607f74a5fc13ae0f12000226,Brightdog,9.07,5.23,81.02,95.66,59.21,12.9
Fara Serris,607f74a5fc13ae0f12000227,Jabbersphere,75.9,82.09,50.7,81.1,22.92,89.95
Charmine Goalley,607f74a5fc13ae0f12000228,Rhyzio,64.99,66.89,1.06,41.78,21.29,99.69
Yurik Bonney,607f74a5fc13ae0f12000229,Flipstorm,1.53,58.7,74.42,90.92,8.7,51.87
Vyky Barlee,607f74a5fc13ae0f1200022a,Katz,46.18,64.39,96.14,75.39,62.36,56.68
Corenda Niccolls,607f74a5fc13ae0f1200022b,Vitz,80.47,1.62,75.67,56.34,53.26,10.17
Madeleine Giacopelo,607f74a5fc13ae0f1200022c,Yodel,39.1,90.15,31.56,84.32,14.14,69.32
Ilario Gledstane,607f74a5fc13ae0f1200022d,Katz,54.94,93.28,74.31,1.29,80.71,34.94
Dario Rosita,607f74a5fc13ae0f1200022e,Quatz,65.05,84.03,72.68,42.95,14.07,18.84
Audi Bambrugh,607f74a5fc13ae0f1200022f,Vipe,86.39,89.63,8.61,28.47,24.24,57.25
Kitti Stitch,607f74a5fc13ae0f12000230,Twimbo,46.94,17.65,71.59,58.58,39.81,63.71
Garland Bovaird,607f74a5fc13ae0f12000231,Meemm,18.28,14.38,46.09,19.05,7.69,78.6
Gal Dryburgh,607f74a5fc13ae0f12000232,Bluezoom,79.98,6.28,27.67,86.25,77.47,9.87
Rafa Bernardos,607f74a5fc13ae0f12000233,Buzzster,14.97,86.13,40.09,77.77,24.06,60.01
Alastair Cavanagh,607f74a5fc13ae0f12000234,Blogtags,63.02,54.91,34.96,36.52,89.18,82.07
Alvin Summerley,607f74a5fc13ae0f12000235,Mynte,36.24,20.17,86.12,33.34,90.65,31.03
Rowan Whyler,607f74a5fc13ae0f12000236,Gevee,89.38,90.97,91.93,95.99,74.1,69.28
Bryan Dalgliesh,607f74a5fc13ae0f12000237,Gigaclub,91.67,4.12,45.01,39.17,80.62,25.13
Marwin Rizzardini,607f74a5fc13ae0f12000238,Twimm,23.14,30.34,44.43,68.59,95.93,82.97
Windham Craven,607f74a5fc13ae0f12000239,Pixonyx,18.1,37.54,38.23,39.64,94.18,11.0
Daniela Breston,607f74a5fc13ae0f1200023a,Realbridge,70.12,95.05,80.4,20.59,22.83,18.04
Brana Stute,607f74a5fc13ae0f1200023b,Quimm,85.24,66.48,54.65,67.28,82.11,87.01
Caresa Northidge,607f74a5fc13ae0f1200023c,Talane,79.97,78.87,60.89,74.86,37.94,67.79
Ermanno Hanhart,607f74a5fc13ae0f1200023d,Skibox,6.51,19.98,59.93,19.04,24.74,40.31
Baldwin Batie,607f74a5fc13ae0f1200023e,Wikido,5.76,65.32,94.2,6.02,44.99,43.97
Greer Igounet,607f74a5fc13ae0f1200023f,Skiptube,93.19,67.89,26.5,49.93,4.45,98.77
Amalita Castagnaro,607f74a5fc13ae0f12000240,Zoovu,45.3,71.89,85.67,82.36,97.24,77.17
Elberta Wyllis,607f74a5fc13ae0f12000241,Youspan,72.95,33.46,85.89,18.75,98.92,78.18
Zebulen Goodread,607f74a5fc13ae0f12000242,Rhynoodle,36.51,1.89,10.53,18.48,70.7,22.05
Channa Elliston,607f74a5fc13ae0f12000243,Photobug,12.96,38.23,86.22,76.04,46.3,91.59
Mattie Creffeild,607f74a5fc13ae0f12000244,Browsebug,72.42,74.9,42.32,77.58,40.35,85.78
Leeann Stock,607f74a5fc13ae0f12000245,Dynazzy,17.53,33.41,60.3,3.97,55.53,20.45
Harold Fairs,607f74a5fc13ae0f12000246,InnoZ,55.92,20.73,16.27,17.01,98.93,3.78
Alva Dudhill,607f74a5fc13ae0f12000247,Tagtune,41.16,30.57,52.26,56.94,74.51,43.53
Abie Tidbury,607f74a5fc13ae0f12000248,Flipstorm,82.6,18.77,57.08,80.48,91.7,78.99
Devin Moller,607f74a5fc13ae0f12000249,Riffwire,92.94,1.9,55.08,41.06,39.56,76.1
Dirk Bourhill,607f74a5fc13ae0f1200024a,Tagpad,6.56,74.16,25.69,92.87,69.3,12.06
Iggie Fullager,607f74a5fc13ae0f1200024b,Thoughtstorm,99.34,46.83,96.38,94.4,11.14,46.37
Constance Dabernott,607f74a5fc13ae0f1200024c,Tagfeed,14.32,16.91,24.57,70.86,7.07,43.63
Eddy Portlock,607f74a5fc13ae0f1200024d,Brainverse,69.14,19.15,8.49,61.07,18.29,40.91
Albina Grinyov,607f74a5fc13ae0f1200024e,Jaxspan,43.08,82.21,55.25,70.91,71.71,6.58
Gail Amner,607f74a5fc13ae0f1200024f,Skaboo,76.24,98.91,85.79,7.67,13.87,91.21
Victor Lattimer,607f74a5fc13ae0f12000250,Browsebug,6.6,28.25,90.44,85.92,91.14,26.28
Bria Drayson,607f74a5fc13ae0f12000251,Dynava,9.67,66.08,98.2,32.04,65.26,60.18
Horacio Vasyunkin,607f74a5fc13ae0f12000252,Photobug,18.67,93.16,78.5,21.4,66.54,34.34
Florry Esmond,607f74a5fc13ae0f12000253,Realbridge,2.51,68.47,46.92,90.73,64.09,30.96
Cyrill Coppard,607f74a5fc13ae0f12000254,Edgetag,27.75,77.71,24.7,56.04,51.42,99.49
Tiff Fripp,607f74a5fc13ae0f12000255,Fivechat,7.96,3.75,47.8,70.76,52.71,3.88
Genny Balm,607f74a5fc13ae0f12000256,Wordify,27.48,68.81,30.24,84.8,43.28,45.06
Christabel Thunderman,607f74a5fc13ae0f12000257,Topicware,61.59,96.88,13.34,99.38,1.32,17.25
Westbrook Ibbeson,607f74a5fc13ae0f12000258,Gigabox,6.15,98.56,4.1,54.95,33.1,28.1
Adore McGoogan,607f74a5fc13ae0f12000259,Vipe,90.97,50.02,48.95,61.15,2.54,4.27
Kellby Leamy,607f74a5fc13ae0f1200025a,Viva,12.56,7.14,68.01,84.77,17.12,5.0
Ad Piggford,607f74a5fc13ae0f1200025b,Thoughtbeat,1.27,82.13,75.34,30.12,69.97,71.27
Alie Dewsbury,607f74a5fc13ae0f1200025c,Photolist,86.68,87.98,82.99,28.04,84.31,42.83
Kurt Roland,607f74a5fc13ae0f1200025d,Leenti,10.15,98.99,55.43,69.15,82.32,58.65
Cal Ibel,607f74a5fc13ae0f1200025e,Babblestorm,58.81,97.99,31.32,54.96,75.75,54.79
Cleveland Duplain,607f74a5fc13ae0f1200025f,Devcast,24.08,62.8,69.7,82.46,2.82,47.68
Anatol Ratazzi,607f74a5fc13ae0f12000260,Jayo,58.84,34.48,90.5,28.86,41.46,54.19
Hilary Fuller,607f74a5fc13ae0f12000261,Pixope,93.91,67.04,80.92,93.17,59.95,54.92
Natalee Eidler,607f74a5fc13ae0f12000262,Linkbuzz,19.64,79.28,87.95,40.3,27.19,15.55
Stan Kavanagh,607f74a5fc13ae0f12000263,Youspan,18.58,62.11,80.9,44.34,5.11,99.97
