firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Dorothy,Wooster,Chicago Bulls,20,93.4,31.37,59.54,19.46,28.49,11.64
Imojean,Keelia,Charlotte Hornets,24,83.15,3.68,47.03,64.65,16.78,6.89
Charlena,Masao,Boston Celtics,22,51.77,82.41,39.82,94.26,65.16,82.14
Marti,Nisbet,Boston Celtics,29,26.14,71.69,76.37,99.15,46.51,77.84
Jerry,Chrystel,Milwaukee Bucks,23,10.3,20.84,92.47,31.02,75.33,65.26
Sandie,Lemuela,Brooklyn Nets,27,28.26,45.11,98.31,64.83,90.58,76.64
Florencia,Libna,Dallas Mavericks,22,74.8,26.54,93.84,55.36,12.03,47.06
Imojean,Seagraves,New York Knicks,19,62.89,65.23,67.92,74.08,8.05,70.42
Marline,Maples,Washington Wizards,22,81.19,42.69,73.14,90.16,46.53,62.25
Codie,Alwin,Cleveland Cavaliers,20,67.08,67.72,85.83,7.89,26.63,32.24
Judy,Bates,Utah Jazz,19,30.85,78.54,77.7,8.56,4.91,71.27
Teriann,Saunderson,Atlanta Hawks,21,47.02,33.24,60.1,78.85,72.54,94.7
Felice,Selway,Miami Heat,26,50.77,18.83,56.19,37.22,18.64,38.69
Tonia,Rad,Toronto Raptors,22,81.03,34.53,5.5,98.16,24.17,4.83
Hollie,Irmine,Detroit Pistons,21,62.19,39.19,96.45,44.18,72.85,19.8
Natka,Socha,Detroit Pistons,30,22.85,75.98,57.91,84.4,47.76,9.56
Gretal,Rustice,Miami Heat,19,47.72,8.81,24.93,47.18,3.97,83.2
Elise,Orelee,Sacramento Kings,23,11.97,98.17,91.96,62.09,37.33,90.11
Gui,Santoro,Houston Rockets,23,36.76,84.47,2.01,3.22,59.95,81.84
Lilith,Verger,Toronto Raptors,29,22.67,20.07,14.65,35.15,59.81,82.7
Rosene,Elo,Toronto Raptors,18,19.83,8.06,92.21,90.36,83.45,46.83
Ingrid,Gerge,Houston Rockets,25,38.96,86.64,24.41,11.4,80.33,71.56
Joy,Geffner,Los Angeles Lakers,23,73.45,44.8,12,4.81,96.4,25.02
Kimberley,Bearnard,Charlotte Hornets,29,60.36,64.78,93.68,63.41,62.46,39.08
Emelina,Wandie,Indiana Pacers,23,14.72,88.49,7.44,28.89,38.61,91.79
Mureil,Johanna,Chicago Bulls,27,99.56,93.71,84.36,41.71,95.63,43.61
Brana,Yam,Philadelphia 76ers,20,14.23,37.9,73.04,10.76,37.66,94.97
Charissa,Vastah,Charlotte Hornets,22,77.9,45.01,42.85,58.04,40.08,23.32
Leona,Nicoline,Brooklyn Nets,26,69.05,9.4,82.71,96.88,43.04,79.99
Sherrie,Zuzana,Milwaukee Bucks,20,64.99,2.13,52.7,76.69,85.49,95.25
Iseabal,Vastah,Denver Nuggets,20,53.55,46.54,34.96,46.61,17.75,58.47
Jolyn,Fleeta,Los Angeles Lakers,20,35.56,49.32,64.52,44.17,54.88,15.54
Kirbee,Simmonds,Phoenix Suns,18,4.22,84.79,34.5,13.29,33.58,4.45
Renie,Ball,Indiana Pacers,19,53.96,73.22,32.41,42.47,91.36,48.89
Bernardine,Eliathas,Chicago Bulls,21,48.84,96.88,13.72,35.73,53.9,98.15
Asia,Albertine,Golden State Warriors,29,23.21,23.44,32.92,76.94,41.93,6.21
Kial,Ramona,Washington Wizards,24,95.26,38.34,62.12,91.85,95.64,25.72
Melodie,Nedrud,LA Clippers,29,38.27,32.91,59.74,57.21,42.65,47.46
Magdalena,Himelman,Golden State Warriors,21,34.35,84.38,66.25,84.88,28.25,99.49
Maridel,Chabot,Chicago Bulls,24,82.36,88.04,57.37,99.02,99.94,49.51
Sam,Bethany,Sacramento Kings,21,10.98,93.97,83.6,6.28,12.43,85.89
Chrystel,Gherardo,New Orleans Pelicans,23,50.51,25.82,81.16,17.88,77.88,93.48
Ira,Mintz,,28,33.63,96.97,19.75,93.96,18.21,33.19
Gusty,Anton,LA Clippers,27,82.87,25.7,65.4,84.39,24.15,31.97
Correy,Hubert,Brooklyn Nets,26,67.48,97.86,64.22,73.84,94.61,54.51
Cherilyn,Bearnard,Sacramento Kings,22,40.69,51.39,25.03,69.51,62.88,64.66
Ninnetta,Dorcy,Charlotte Hornets,23,40.93,29.6,23.21,56.01,69.05,79.93
Nita,Forrer,Memphis Grizzlies,20,47.67,6.58,84.08,85.58,92.18,60.61
Moyna,Magdalen,Indiana Pacers,29,98.28,89.12,5.97,82.29,15.96,23.86
Celene,Rogerio,Dallas Mavericks,29,25.28,73.87,50.52,84.64,30.07,27.42
Cissiee,Robertson,Brooklyn Nets,18,56.83,29.3,56.81,82.6,72.55,57
Joy,Denis,Dallas Mavericks,29,82.2,52.96,66.83,20.04,77.22,73.58
Donnie,Revkah,Denver Nuggets,26,12.92,16.02,24.33,2.61,49.46,9.59
Kayla,Ellerey,Cleveland Cavaliers,29,91.96,11.7,84.26,95.73,2.1,87.28
Gretal,Lynn,Cleveland Cavaliers,29,12.43,48.95,32.06,71.47,17.56,57.56
Flo,Mott,Cleveland Cavaliers,28,2.38,91.92,78.57,72.43,11.29,23.81
Raquela,Vilma,Miami Heat,23,58.43,73.81,76.44,81.18,58.55,80.61
Karina,Idelia,Denver Nuggets,26,15.73,66.04,83.85,42.79,15.04,47.19
Cacilie,Lacombe,Chicago Bulls,21,93.49,8.4,65.03,28.42,53.21,21.06
Lanae,Kellby,Brooklyn Nets,20,41.86,43.99,20.31,50.26,72.52,16.6
Claresta,Mozelle,Detroit Pistons,25,43.48,88.88,18.52,75.88,73.37,40.38
Almeta,Schalles,Indiana Pacers,30,67.37,88.85,10.93,8.22,1.73,43.45
Olwen,Standing,Minnesota Timberwolves,27,86.76,92.53,94.82,3.26,42.26,44.77
Elmira,Paine,Miami Heat,18,86.95,27.36,55.25,7.66,79.33,67.78
Grier,Terrence,Toronto Raptors,25,80.9,22.86,72.91,2.15,4.86,6.52
Allis,Bethany,Los Angeles Lakers,22,90.56,66.45,7.59,50.9,61.05,87.19
Cyb,Docilla,Golden State Warriors,21,59.03,97.59,66.15,67.96,29.71,3.63
Cam,Gaspard,San Antonio Spurs,18,20.78,67.03,30.99,57.56,58.41,91.62
Daphne,Lunsford,Memphis Grizzlies,21,21.57,70.01,26.33,14.27,33.96,51.48
Dominga,Allare,Milwaukee Bucks,20,16.73,81.64,4.67,30.12,14.53,33.12
Raquela,Publia,New Orleans Pelicans,25,79.22,57.99,67.7,24.13,58.71,70.28
Janis,Orlene,Philadelphia 76ers,21,89.27,30.64,52.68,55.41,20.57,83.89
Livvyy,Carleen,Cleveland Cavaliers,29,23.69,11.45,35.83,71.82,82.08,62.34
Kial,Jaylene,Houston Rockets,30,59.44,16.61,20.35,45.39,70.46,62.25
Gratia,Mallon,Memphis Grizzlies,22,92.12,67.34,90.7,96.72,29.84,29.16
Kaja,Syd,Chicago Bulls,23,77.73,48.44,97.03,93.79,2.1,11.26
Alia,Soneson,Philadelphia 76ers,18,11.53,30.04,69.54,13.02,90.82,32.39
Marita,Zamora,Boston Celtics,25,53.36,89.08,2.42,30.33,25.92,99.04
Sue,Saree,Indiana Pacers,19,84.14,34.41,74.58,74.62,95.03,13.73
Jillayne,Grayce,Toronto Raptors,24,3.86,44.53,36.87,12.06,81.73,8.36
Clo,Marden,Miami Heat,22,96.6,24.43,44.78,79.4,75.75,21.72
Elena,Calhoun,Boston Celtics,21,84.91,96.08,89.54,62.16,9.36,59.98
Elka,Libna,Minnesota Timberwolves,28,50.68,28.01,33.57,81.48,66.38,68.03
Coral,Dunkin,Orlando Magic,25,17.07,51.17,82.01,67.53,40.34,66.53
Mureil,Dermott,Phoenix Suns,25,51.78,88.26,51.08,63.42,51.85,68.49
Beatriz,Anastatius,LA Clippers,22,66.55,94.08,34.75,37.3,31.64,49.07
Anestassia,Weinreb,Miami Heat,18,47.86,91.61,60.87,23.21,96.53,84.77
Celene,Maroney,Houston Rockets,30,97.86,2.51,82.46,1.03,55.03,4.51
Augustine,Michella,Brooklyn Nets,20,64.75,94.8,27.17,16.16,21.62,1.96
Peri,Merat,Los Angeles Lakers,21,29.12,58.9,24,27.8,68.34,80.24
Annabela,Dyche,Milwaukee Bucks,19,46.51,76.58,1.26,32.05,44.77,18.32
Jillayne,Xerxes,Minnesota Timberwolves,20,81.7,11.43,88.73,35.61,9.68,41.71
Kimmy,Herrera,Brooklyn Nets,25,50.78,15.34,16.4,33.75,63.88,65.35
Goldie,Westphal,Oklahoma City Thunder,19,95.59,38.12,90.23,3.58,26.55,65.76
Sallie,Amasa,Chicago Bulls,26,5.44,60.11,5.34,95.13,44.91,6.94
Angela,Kunin,Charlotte Hornets,23,95.93,81.6,55.53,67.15,98.89,29.42
Beth,Gaulin,New Orleans Pelicans,19,74.94,36.75,50.13,18.43,12.09,7.22
Emma,Dalli,New York Knicks,20,37.98,78.42,62.64,60.43,65.85,64.97
Malina,Soneson,Golden State Warriors,27,64.49,56.63,7.41,65.65,59.9,5.31
Halette,Amand,Indiana Pacers,18,8.35,82.79,94.55,6.04,97.52,69.26
Peri,Gladstone,Cleveland Cavaliers,19,32.7,98.56,50.61,33.7,48.6,16.89
Willetta,Erlandson,Denver Nuggets,23,44.38,51.33,96.28,67.84,3.04,23.6
Josephine,Oster,Miami Heat,28,31.38,99.42,70.25,54.01,15.73,7.83
Lory,Nester,Cleveland Cavaliers,24,77.2,50.27,96.21,60.79,88.7,59.93
Elvira,Grimbly,Oklahoma City Thunder,21,93.9,25.51,39.31,18.95,76.48,28.28
Agnese,Rodmann,Milwaukee Bucks,26,34.55,42.86,76.81,82,60.66,24.61
Shauna,Adamsen,Memphis Grizzlies,23,78.55,60.09,33.94,53.61,70.79,21.46
Kittie,Hoenack,Memphis Grizzlies,24,70.56,50.65,79.53,93.04,64.07,2.23
Cindelyn,Ricarda,Memphis Grizzlies,20,10.02,51.76,40.08,91.52,98,69.42
Konstance,Koehler,Dallas Mavericks,18,3.35,87.2,51.97,44.4,90.61,10.22
Elie,Raimondo,Detroit Pistons,24,75.3,54.09,13.76,60,72.31,36.47
Benita,Socha,Orlando Magic,20,80.54,57.64,12.12,48.7,11.76,3.75
Tera,Bates,San Antonio Spurs,29,24.3,46.72,33.41,66.41,68.52,81.44
Sherrie,Lindemann,Minnesota Timberwolves,21,49.04,74.79,77.31,45.03,75.11,49.07
Corene,Daniele,Portland Trail Blazers,24,41.85,57.29,41.79,11.4,51.11,61.74
Clementine,Seumas,Atlanta Hawks,29,38.81,7.58,15.47,12.09,10.52,14.19
Hettie,Brunell,Chicago Bulls,27,55.21,8.74,38.44,53.38,71.98,55.5
Laure,Anton,San Antonio Spurs,27,81.88,11.88,95.45,59.93,47.82,31.01
Bobinette,Ulphia,Phoenix Suns,28,16.43,88.63,25.46,65.65,14.99,15.28
Janenna,Chinua,Philadelphia 76ers,21,51,78.27,17.83,18.32,39.47,41.04
Elena,Estella,Portland Trail Blazers,27,33.29,30.14,90.04,95.53,74.41,50.47
Lindie,Doig,Phoenix Suns,23,18.48,22.26,46.65,58.16,59.19,86.94
Lesly,Tjon,Philadelphia 76ers,29,8.46,53.59,37.24,79.93,59.4,37.17
Caressa,Joseph,Dallas Mavericks,21,56.18,67.94,8.8,46.86,72.43,8.21
Sean,Rubie,,25,88.81,59.08,19.24,20.13,8.97,85.53
Ronna,Concha,Detroit Pistons,30,28.91,87.89,35.48,56.64,95.96,95.45
Berta,Magnolia,Miami Heat,30,62.65,51.26,68.47,81.85,57.79,50.97
Jessy,Marisa,Utah Jazz,30,77.05,5.49,89.39,61.63,31.13,80.19
Tersina,Pandolfi,Indiana Pacers,18,4.82,6.02,35.79,94.29,72.11,26.3
Marleah,Malina,Miami Heat,19,27.81,47.39,18.34,76.75,13.99,4.99
Bertine,Rogerio,Golden State Warriors,19,19.41,17.84,67.75,71.35,9.85,22.8
Gerrie,Norvol,Philadelphia 76ers,18,51.54,28.08,66.93,10.03,48.02,73.11
Lizzie,Goerke,Minnesota Timberwolves,20,89.66,5.44,24.32,14.8,66.2,25.8
Nerta,Rosette,Utah Jazz,18,25.29,5.72,65.55,33.18,90.06,95.27
Nerta,Klemperer,Atlanta Hawks,22,88.21,68.49,97.11,38.3,61.77,3.09
Tracey,Alrich,Brooklyn Nets,30,77.42,77.38,77.28,82.21,50.2,22.07
Marjie,Stoller,Brooklyn Nets,21,47.37,77.73,7.5,4.55,61.97,32.34
Raina,Peonir,Oklahoma City Thunder,25,35.14,62.86,39.77,34.72,35.02,24.19
Sharlene,Mitzi,Portland Trail Blazers,25,94.93,86.55,5.27,93.32,29.52,20.29
Ketti,Tatianas,Los Angeles Lakers,30,79.04,33.02,98.06,71.32,14.88,69.5
Sue,Lissi,Detroit Pistons,23,35.52,34.52,41.71,34.58,21.3,80.74
Vivia,Robertson,New Orleans Pelicans,28,68.29,79.56,88.24,39.98,22.19,50.12
Sophia,Remmer,Milwaukee Bucks,26,39.71,99.9,40.61,48.57,44.63,23.53
Tani,Gaal,Philadelphia 76ers,20,9.54,38.45,13.7,53.68,47.65,31.17
Marjie,Jehu,Memphis Grizzlies,28,9.68,40.02,29.67,94.31,78.64,59.72
Raina,Linskey,Sacramento Kings,27,28.46,72.5,78.06,87.12,14.68,45.14
Teriann,Gilmour,Memphis Grizzlies,20,4.37,91.14,23.41,13.91,79.68,32.37
Althea,Fontana,New Orleans Pelicans,22,89.29,87.79,81.35,11.53,53.59,36.95
Shandie,Evvie,New York Knicks,24,6.57,13.6,85.65,95.09,10.48,1.05
Joane,Doig,Golden State Warriors,21,36.55,26.22,83.72,28.59,91.45,41.36
Christal,Vins,Utah Jazz,23,87.57,27.93,34.57,46.99,56.74,92.72
Zia,Tengdin,Detroit Pistons,24,33.35,64.05,58.74,13.75,40.06,14.6
Molli,Meter,Indiana Pacers,20,84.96,67.71,69.25,61.73,59.11,43.71
Meg,Hunfredo,Washington Wizards,18,88.76,10.77,97.36,27.23,47.29,26.9
Viviene,Berne,Cleveland Cavaliers,28,74.84,43.09,76.08,5.82,28.1,58.77
Gianina,Nedrud,Boston Celtics,29,14.86,98.38,53.39,4.54,63.68,98.96
Dode,Warthman,Sacramento Kings,26,5.73,7.52,50.78,90.02,58.79,90.53
Brena,Olin,Orlando Magic,25,74.65,37.11,22.99,71.16,90.11,14.09
Lorenza,Ogren,Philadelphia 76ers,24,50.49,28.29,28.28,60.79,5.09,39.66
Kimberley,Mich,Portland Trail Blazers,25,35.21,55.86,39.76,67.35,69,45.63
Ariela,Stoller,Golden State Warriors,28,75.92,72.34,16.06,33.89,31.82,56.66
Dianemarie,Halsey,Utah Jazz,18,29.19,81.5,5.01,78.36,26.51,65.88
Ardys,Tomasina,Cleveland Cavaliers,27,20.1,88.08,67.62,28.94,28.35,55.72
Angelique,Danby,Brooklyn Nets,30,82.08,19.28,36.25,91.25,64.27,22.74
Olwen,Skurnik,Portland Trail Blazers,30,83.47,13.85,52.24,31,13.09,16.37
Meg,Xerxes,Minnesota Timberwolves,24,17.91,48.15,41.73,94.73,64.53,10.79
Pierette,Eno,Portland Trail Blazers,27,70.37,95.97,18.69,24.05,71.83,79.16
Dagmar,Rolf,Portland Trail Blazers,23,56.91,91.45,85.2,96.07,66.09,94.66
Frank,Romelda,Los Angeles Lakers,25,18.26,73.43,73.46,75.61,3.08,29.6
Sindee,Leary,Chicago Bulls,21,28.81,26.73,7.01,42.33,59.03,18.04
Adriana,Skell,Chicago Bulls,23,35.67,9.57,86.93,64.66,14.9,63.97
Lila,Anderea,San Antonio Spurs,28,49.77,16.61,75.07,72.39,53.04,82.5
Edee,Percy,Boston Celtics,21,80.78,39.5,67.98,54.34,81.43,2.2
Ernesta,Wilona,Denver Nuggets,26,67.3,97.47,12.92,77.36,53.56,62.2
Jean,Buttaro,Chicago Bulls,20,30.24,51.23,13.93,21.7,19,41.21
Philis,Schonfeld,Minnesota Timberwolves,18,46.86,36.5,91.96,96.01,44.84,55.56
Sam,Wooster,New Orleans Pelicans,18,67.59,58.62,55.9,44.19,35.23,35.98
Anallese,Connelly,Detroit Pistons,26,98.5,97.04,45.53,98.7,59.46,1.66
Jsandye,Maisey,New Orleans Pelicans,18,13.7,9.76,64.15,57.69,88.82,41.14
Kerrin,Kravits,Portland Trail Blazers,21,27.83,8.65,63.42,95.2,77.99,79.19
Joeann,Cressida,Toronto Raptors,25,23.88,58.7,33.52,63.24,89.47,90.84
Carree,Turne,Boston Celtics,25,68.15,3.07,35.92,41.19,9.5,19.02
Sybille,Bach,Los Angeles Lakers,24,10.83,55.47,99.62,59.44,89.18,2.61
Melanie,Weide,Milwaukee Bucks,29,14.39,38.8,15.14,86.42,51.49,75.67
Babita,Taam,Cleveland Cavaliers,26,13.62,21.84,9.96,40.39,92.56,11.54
Sandie,Robertson,San Antonio Spurs,26,18.97,42.37,65.47,71.15,3.79,70.87
Dyann,Christine,Toronto Raptors,29,23.25,93.26,11.88,41.24,26.38,37.33
Carolina,Jefferey,Golden State Warriors,22,28.49,62.62,51.77,48.27,18.64,1.29
Lizzie,Damarra,Sacramento Kings,24,50.3,69.65,65.19,31.29,10.33,28.71
Sean,Paton,Memphis Grizzlies,28,85.74,61.05,83.07,54.32,61.65,20.03
Cassandra,Rosemary,Washington Wizards,18,62.96,45.52,18.73,60.55,64.87,54.63
Chrystel,Kaja,New Orleans Pelicans,22,85.77,57.22,35.94,26.01,19,53.94
Imojean,Marcellus,Charlotte Hornets,29,93.39,85.88,85.25,98.19,80.06,80.88
Demetris,Cookie,Milwaukee Bucks,23,8.04,80.56,65.91,95.39,9.7,29.46
Tybie,Raseda,Orlando Magic,30,13.6,11.88,97.14,71.58,25.18,46.6
Georgetta,Waldron,Washington Wizards,22,78.07,16.3,55.7,27.64,92.16,93.15
Agnese,Billye,Philadelphia 76ers,25,57.62,80.34,47.03,20.11,62.48,61.28
Sandie,Bultman,Orlando Magic,23,10.57,98.38,6.8,80.63,84.38,4
Wanda,Wolfgram,Washington Wizards,22,31.8,61.96,91.76,81.99,15.26,2
Adelle,Natica,Toronto Raptors,23,73.33,26.44,4.78,62.66,3.3,72.56
Christal,Sigfrid,Houston Rockets,25,15.42,2.27,10.74,84.03,47.7,20.82
Genevra,Ardeha,Philadelphia 76ers,30,97.38,9.81,57.99,88.61,69.78,45.73
Louella,Alva,Philadelphia 76ers,24,16.26,97.84,76.49,4.08,15.11,53.87
Trudie,Poll,Philadelphia 76ers,20,28.69,25.78,49.93,89.83,91.61,94.47
Verla,Uird,Memphis Grizzlies,24,60.41,26.33,40.17,76.1,82.88,74.18
Magdalena,Rodmann,Cleveland Cavaliers,26,27.52,55.67,24.73,44.25,21.13,21.64
Dianemarie,Dash,Denver Nuggets,22,22.25,88.26,8.97,95.82,39.94,89.92
Dode,Chrystel,Golden State Warriors,22,61.73,4.56,3.73,74.05,19.64,87.01
Noelle,McAdams,New Orleans Pelicans,19,73.48,24.67,63.78,87.48,97.9,65.48
Nannie,Leifeste,Charlotte Hornets,26,79.32,44.7,27.51,67.67,14.99,33.16
Nadine,Franza,Atlanta Hawks,18,63.83,89.32,52.74,75.38,64.88,51.94
Bee,Neva,,30,33.78,39.09,96.76,92.25,81.57,19.52
Perry,Jorgan,Orlando Magic,21,98.97,75.07,80.18,18.41,38.17,39.84
Elfreda,Riordan,Dallas Mavericks,29,23.35,15.73,71.18,18.13,28.64,1.72
Shirlee,Cleavland,Toronto Raptors,29,16.37,3.8,55.03,92.73,5.48,28.43
Jaime,Brandice,Indiana Pacers,26,41.39,78.52,25.36,78.46,19.8,4.64
Lulita,Wilkinson,Toronto Raptors,25,59.88,72.2,40.13,74.57,70.6,26.34
Chloris,Wittie,Toronto Raptors,30,31.82,21.96,17.24,80.01,68.41,36.73
Fawne,Daveta,Detroit Pistons,28,3.03,72.92,21.63,22.83,86.09,31.11
Michaelina,Curren,Washington Wizards,24,80.08,51.17,61,60.29,41.65,10.34
Judy,Hazlett,Charlotte Hornets,20,46.85,93,10.57,48.71,16.27,75.06
Ketti,Nikaniki,San Antonio Spurs,18,71.15,55.9,89.17,93.37,24.49,75.64
Sallie,Allina,Sacramento Kings,30,7.5,6.74,44.55,4.88,30.76,86.69
Helena,Amasa,Phoenix Suns,18,50.61,23.81,72.48,23,73.45,50.39
Eolanda,Faust,Boston Celtics,28,19.97,24.52,73.73,93.41,83.49,38.86
Mellicent,Raychel,Phoenix Suns,23,11.88,89.48,31.62,26.68,94.09,63.48
Myriam,Thad,Indiana Pacers,29,68.87,19.29,95.18,31.25,62.29,33.61
Ethel,Maxi,Brooklyn Nets,25,54.18,40.29,50.71,9.79,72.84,49.33
Corene,Vacuva,New Orleans Pelicans,24,18.83,42.32,28.98,77.53,17.23,65
Rosanne,Phyllis,Oklahoma City Thunder,26,46.97,38.42,75.32,50.16,51.55,98.65
Ofilia,Madox,Portland Trail Blazers,27,79.23,53,68.41,22.11,29.39,89.51
Berta,Carey,Portland Trail Blazers,19,22.57,14.63,27.49,39.07,22.3,11.17
Corina,Obed,Utah Jazz,20,59.02,88.09,33.94,22.04,97.76,68.18
Carly,Janith,Atlanta Hawks,23,10.7,19.2,51.87,80.43,40.96,63.38
Damaris,Earlie,Charlotte Hornets,29,23.16,62.58,56.09,53.04,21.45,77.38
Anestassia,Federica,San Antonio Spurs,30,35.86,24.46,12.94,14.04,82.55,87.95
Danika,Franza,LA Clippers,21,58.22,41.93,55.94,41.15,8.96,8.88
Lauryn,Isidore,Orlando Magic,27,61.42,44.13,79.22,33.45,49.08,7.84
Kayla,Baylor,Brooklyn Nets,27,24.39,26.62,56.27,32.9,50.44,25.87
Lexine,Barbey,New York Knicks,20,70.34,3.97,83.65,57.23,96.23,26.42
Dorthy,Creamer,Atlanta Hawks,18,58.28,43.34,6.5,86.96,21.12,44.22
Carolina,Stover,Houston Rockets,21,98.69,36.08,36.13,29.53,3.48,4.71
Amara,Goldina,Toronto Raptors,28,94.96,14.61,59.75,47.12,36.57,84.31
Rosaline,Tippets,Houston Rockets,24,85.36,9.38,29.1,89.42,11.3,5.67
Nannie,Santoro,Indiana Pacers,24,42.87,43.59,67.2,86.32,65.53,1.67
Valera,Tristram,Washington Wizards,23,26.61,12.09,3.39,12.18,24.06,97.83
Jenda,Vharat,Los Angeles Lakers,18,56.11,30.69,62.8,65.98,57.26,90.75
Kary,Montgomery,Brooklyn Nets,19,51.43,82.28,73.21,88.09,23.44,41.06
Sashenka,Warthman,Atlanta Hawks,25,44.82,83.49,45.15,1.91,62.8,97.37
Dacia,Decato,Washington Wizards,28,28.14,62.54,95.43,55.37,40.28,28.17
Sue,Lewes,Utah Jazz,26,44.5,66.62,96.59,43.35,76.82,22.06
Wendi,Berriman,Cleveland Cavaliers,18,58.42,90.06,8.08,94.83,2.33,44.38
Shel,Ranjiv,Los Angeles Lakers,30,76.63,15,68.45,38.19,17.07,92.8
Kary,Nore,Indiana Pacers,18,83.95,43.39,18.88,24.17,10.84,7.42
Berget,Uird,Washington Wizards,25,87.16,20.52,21.65,28.73,32.44,94.58
Genevra,Jerold,Memphis Grizzlies,27,1.87,8.29,28.31,3.31,9.47,39.65
Winny,Revkah,Memphis Grizzlies,22,29.58,9.51,80.95,25.9,33.27,12.46
Penelopa,Mott,Houston Rockets,27,24.02,91.79,25.9,33.57,27.14,18.04
Blondelle,Alisia,Houston Rockets,26,59.71,12.77,10.97,23.33,3.79,47.84
Anthia,Mallon,Utah Jazz,29,29.22,13.47,15.61,38.04,55.94,25.34
Benita,Eugenia,New Orleans Pelicans,23,54.15,52.56,50.41,47,98.15,46.65
Diena,Lewes,Sacramento Kings,30,70.75,70.97,37.72,46.79,36.82,82.87
Ninnetta,Deegan,Brooklyn Nets,23,64.34,82.48,51.3,66.93,1.25,62.14
Hermione,Corabella,Phoenix Suns,20,12.58,14.97,46.53,50.04,12.97,59.18
Ericka,Johnsson,New Orleans Pelicans,30,14.41,94.04,19.07,9.18,29.62,94.48
Almeta,Hebner,Utah Jazz,21,25.12,89.58,86.77,1.59,51.23,12.03
Tiffie,Ricarda,San Antonio Spurs,22,39.34,49.45,3.93,62.21,51.16,18.08
Madelle,Bettine,Indiana Pacers,27,86.6,67.4,1.46,28.43,19.23,35.33
Kial,Colleen,LA Clippers,25,42.89,5.09,77.81,90.45,60.59,61.06
Mamie,Reidar,Toronto Raptors,21,62.89,20.58,1.16,62.72,60.71,27.31
Imojean,Yate,New York Knicks,18,18.06,57.9,20.71,22.44,5.77,23.37
Jenilee,Llovera,Detroit Pistons,18,95.97,52.09,53.5,7.65,96.15,85.94
Winny,Grobe,New York Knicks,18,12.9,32.87,50.03,47.11,86.1,77.86
Sabina,Brieta,Indiana Pacers,24,97.44,76.55,78.6,59.67,47.36,71.76
Ethel,Woodberry,Indiana Pacers,19,7.08,48.85,72.1,11.06,30.07,52.61
Dorothy,Tannie,Houston Rockets,22,29.14,67.87,53.01,66.07,24.54,83.15
Marguerite,Jaylene,,29,91.43,13.45,39.19,22.11,38.19,99.74
Vevay,Reinke,Houston Rockets,27,11.35,2.65,89.41,74.09,62.78,8.99
Ekaterina,Dituri,Portland Trail Blazers,26,60.19,53.56,24.97,27.85,27.9,49.76
Oona,Kylander,Denver Nuggets,26,29.4,48.68,1.47,6.23,41,76.88
Cam,Lunsford,San Antonio Spurs,26,64.47,80.08,60.23,8.68,76.19,49.4
Tina,Georgy,Denver Nuggets,30,97.66,58.65,26.95,14.1,94.21,49.12
Mureil,Fillbert,Minnesota Timberwolves,19,23.3,25.74,86.86,73.85,70.73,59.62
Ilse,Daniele,San Antonio Spurs,25,72.22,92.11,71.38,32.9,23.03,88.88
Deane,Belanger,San Antonio Spurs,30,88.18,42.01,2.32,83.54,50.24,46.97
Karolina,Drisko,,29,31.89,22.98,83.06,43.08,6.94,20.37
Collen,Ethban,Detroit Pistons,21,17.2,16.79,81.6,53.73,72.65,16.12
Edee,Ranjiv,Portland Trail Blazers,18,38.23,52.72,5.95,7.41,38.89,56.29
Cissiee,Othilia,Orlando Magic,21,55.28,96.05,32.94,48.96,38.53,86.22
Hannis,Nore,Charlotte Hornets,19,40.58,80.95,93.94,23.39,71.43,27.23
Jeanna,Ruvolo,San Antonio Spurs,21,20.57,42.4,52.35,30.17,66.42,75.99
Rosanne,Lindemann,Philadelphia 76ers,19,98.67,14.71,61.61,58.3,27.88,24.23
Siana,Ralfston,Washington Wizards,21,78.22,96.48,19.35,20.85,11.71,51.34
Deedee,Isidore,Detroit Pistons,26,17.09,74.28,73.9,64.73,16.29,60.7
Hannis,Gusella,Indiana Pacers,28,26.59,44.85,73.06,63.96,25.9,87.13
Bill,Emanuel,New York Knicks,23,18.51,27.32,21.95,69.45,2.61,96.79
Carilyn,Stelle,Denver Nuggets,24,55.2,26.39,49.63,56.24,87.51,1.59
Lacie,Durware,Denver Nuggets,27,14.62,57.91,63.12,56.11,33.24,55.39
Raina,Philoo,Brooklyn Nets,24,26.52,46.64,84.35,41.87,99.05,45.06
Ketti,Tybald,New York Knicks,22,77.55,91.69,67.39,87.13,81.09,93.28
Zia,Leffen,Boston Celtics,21,85.97,20.86,78.81,76.92,7.26,20.23
Calla,Ramona,New York Knicks,27,94.33,7.04,16.39,19.01,92.31,69.83
Margarette,Euridice,Cleveland Cavaliers,21,35.8,4.39,9.24,74.68,82.72,84.08
Janeczka,Wildermuth,Utah Jazz,23,19.47,60.99,89.36,69.96,51.96,13.32
Jeanna,Rogerio,New York Knicks,23,78.26,90.84,94.83,27.43,50.02,77.33
Nariko,Syd,San Antonio Spurs,26,48.7,47.74,73.39,33.12,95.81,33.06
Libbie,McLaughlin,Atlanta Hawks,29,11.51,46.75,15.97,82.49,22.64,63.27
Ileana,Ries,Charlotte Hornets,25,43.65,48.27,42.06,81.86,57.56,42.06
